GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,lat,long,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided,GEOID_x,STATE,COUNTY,TRACT,BLOCK,GEOID_y,NAME,variable,estimate,moe,geometry
1007291.0,734,Alpha Ridge SLF,MD,2350 Marriottsville Road,Marriottsville,Howard,21104.0,39.305776,-76.898803,Public,"Howard County, MD",1980.0,2053.0,Open,"3,039,953",2021.0,Yes,0.309,0.029,804-0,Operational,Project #1,9/21/12,,Electricity,Reciprocating Engine,,0.58,1.059,0.28,0.0294,0.0028,240276030013008,24,27,603001,3008,24027603001,"Census Tract 6030.01, Howard County, Maryland",B01002_001,46.7,1.6,"list(list(c(-76.930591, -76.930146, -76.928361, -76.927788, -76.926352, -76.926111, -76.923862, -76.924035, -76.927075, -76.927937, -76.925289, -76.923199, -76.919544, -76.914436, -76.91397, -76.912915, -76.910154, -76.908001, -76.908811, -76.90888, -76.905803, -76.902777, -76.901323, -76.899595, -76.897901, -76.890516, -76.889029, -76.888406, -76.886526, -76.885753, -76.884016, -76.882274, -76.881906, -76.879224, -76.878105, -76.876322, -76.875134, -76.875148, -76.877361, -76.878363, -76.875981, 
-76.875041, -76.870122, -76.866607, -76.862444, -76.860093, -76.858989, -76.856331, -76.858475, -76.861097, -76.863791, -76.863049, -76.863267, -76.862538, -76.870108, -76.879494, -76.88072, -76.889012, -76.894462, -76.899172, -76.904479, -76.906815, -76.910383, -76.913819, -76.91755, -76.930549, -76.930591, 39.310062, 39.311954, 39.316195, 39.321346, 39.321251, 39.323312, 39.326648, 39.329549, 39.331419, 39.332863, 39.335288, 39.339264, 39.344219, 39.348857, 39.350893, 39.350968, 39.348656, 39.349382, 
39.350376, 39.352653, 39.354145, 39.354377, 39.354184, 39.35233, 39.35163, 39.35317, 39.353805, 39.351743, 39.350563, 39.352629, 39.352112, 39.350185, 39.34855, 39.345281, 39.342267, 39.341219, 39.339747, 39.337718, 39.337151, 39.336288, 39.334168, 39.332154, 39.331597, 39.331708, 39.329813, 39.327325, 39.326703, 39.324016, 39.322622, 39.320404, 39.317575, 39.31484, 39.312264, 39.311172, 39.308485, 39.306276, 39.304984, 39.305863, 39.305373, 39.304288, 39.302643, 39.302316, 39.302592, 39.303787, 
39.305086, 39.306607, 39.310062)))"
1007291.0,734,Alpha Ridge SLF,MD,2350 Marriottsville Road,Marriottsville,Howard,21104.0,39.305776,-76.898803,Public,"Howard County, MD",1980.0,2053.0,Open,"3,039,953",2021.0,Yes,0.309,0.029,804-0,Operational,Project #1,9/21/12,,Electricity,Reciprocating Engine,,0.58,1.059,0.28,0.0294,0.0028,240276030013008,24,27,603001,3008,24027603001,"Census Tract 6030.01, Howard County, Maryland",B01003_001,6212.0,502.0,"list(list(c(-76.930591, -76.930146, -76.928361, -76.927788, -76.926352, -76.926111, -76.923862, -76.924035, -76.927075, -76.927937, -76.925289, -76.923199, -76.919544, -76.914436, -76.91397, -76.912915, -76.910154, -76.908001, -76.908811, -76.90888, -76.905803, -76.902777, -76.901323, -76.899595, -76.897901, -76.890516, -76.889029, -76.888406, -76.886526, -76.885753, -76.884016, -76.882274, -76.881906, -76.879224, -76.878105, -76.876322, -76.875134, -76.875148, -76.877361, -76.878363, -76.875981, 
-76.875041, -76.870122, -76.866607, -76.862444, -76.860093, -76.858989, -76.856331, -76.858475, -76.861097, -76.863791, -76.863049, -76.863267, -76.862538, -76.870108, -76.879494, -76.88072, -76.889012, -76.894462, -76.899172, -76.904479, -76.906815, -76.910383, -76.913819, -76.91755, -76.930549, -76.930591, 39.310062, 39.311954, 39.316195, 39.321346, 39.321251, 39.323312, 39.326648, 39.329549, 39.331419, 39.332863, 39.335288, 39.339264, 39.344219, 39.348857, 39.350893, 39.350968, 39.348656, 39.349382, 
39.350376, 39.352653, 39.354145, 39.354377, 39.354184, 39.35233, 39.35163, 39.35317, 39.353805, 39.351743, 39.350563, 39.352629, 39.352112, 39.350185, 39.34855, 39.345281, 39.342267, 39.341219, 39.339747, 39.337718, 39.337151, 39.336288, 39.334168, 39.332154, 39.331597, 39.331708, 39.329813, 39.327325, 39.326703, 39.324016, 39.322622, 39.320404, 39.317575, 39.31484, 39.312264, 39.311172, 39.308485, 39.306276, 39.304984, 39.305863, 39.305373, 39.304288, 39.302643, 39.302316, 39.302592, 39.303787, 
39.305086, 39.306607, 39.310062)))"
1007291.0,734,Alpha Ridge SLF,MD,2350 Marriottsville Road,Marriottsville,Howard,21104.0,39.305776,-76.898803,Public,"Howard County, MD",1980.0,2053.0,Open,"3,039,953",2021.0,Yes,0.309,0.029,804-0,Operational,Project #1,9/21/12,,Electricity,Reciprocating Engine,,0.58,1.059,0.28,0.0294,0.0028,240276030013008,24,27,603001,3008,24027603001,"Census Tract 6030.01, Howard County, Maryland",B19013_001,125298.0,11749.0,"list(list(c(-76.930591, -76.930146, -76.928361, -76.927788, -76.926352, -76.926111, -76.923862, -76.924035, -76.927075, -76.927937, -76.925289, -76.923199, -76.919544, -76.914436, -76.91397, -76.912915, -76.910154, -76.908001, -76.908811, -76.90888, -76.905803, -76.902777, -76.901323, -76.899595, -76.897901, -76.890516, -76.889029, -76.888406, -76.886526, -76.885753, -76.884016, -76.882274, -76.881906, -76.879224, -76.878105, -76.876322, -76.875134, -76.875148, -76.877361, -76.878363, -76.875981, 
-76.875041, -76.870122, -76.866607, -76.862444, -76.860093, -76.858989, -76.856331, -76.858475, -76.861097, -76.863791, -76.863049, -76.863267, -76.862538, -76.870108, -76.879494, -76.88072, -76.889012, -76.894462, -76.899172, -76.904479, -76.906815, -76.910383, -76.913819, -76.91755, -76.930549, -76.930591, 39.310062, 39.311954, 39.316195, 39.321346, 39.321251, 39.323312, 39.326648, 39.329549, 39.331419, 39.332863, 39.335288, 39.339264, 39.344219, 39.348857, 39.350893, 39.350968, 39.348656, 39.349382, 
39.350376, 39.352653, 39.354145, 39.354377, 39.354184, 39.35233, 39.35163, 39.35317, 39.353805, 39.351743, 39.350563, 39.352629, 39.352112, 39.350185, 39.34855, 39.345281, 39.342267, 39.341219, 39.339747, 39.337718, 39.337151, 39.336288, 39.334168, 39.332154, 39.331597, 39.331708, 39.329813, 39.327325, 39.326703, 39.324016, 39.322622, 39.320404, 39.317575, 39.31484, 39.312264, 39.311172, 39.308485, 39.306276, 39.304984, 39.305863, 39.305373, 39.304288, 39.302643, 39.302316, 39.302592, 39.303787, 
39.305086, 39.306607, 39.310062)))"
,736,Appeal SLF,MD,,Lusby,Calvert,20657.0,38.381112,-76.438334,Public,"Calvert County, MD",1993.0,2014.0,Closed,"364,268",2009.0,Yes,,,806-0,Low Potential,,,,Unknown,Unknown,,,,,,,240098610033000,24,9,861003,3000,24009861003,"Census Tract 8610.03, Calvert County, Maryland",B01002_001,38.9,6.5,"list(list(c(-76.452533, -76.448208, -76.444544, -76.435848, -76.433926, -76.432337, -76.430777, -76.430523, -76.426363, -76.426202, -76.427839, -76.428187, -76.427639, -76.427545, -76.426851, -76.427746, -76.428624, -76.432043, -76.433065, -76.433252, -76.434761, -76.4353, -76.437515, -76.442972, -76.444308, -76.439254, -76.437375, -76.43626, -76.432199, -76.431425, -76.430715, -76.428508, -76.426229, -76.42365, -76.423364, -76.423782, -76.424124, -76.423843, -76.424266, -76.426443, -76.429092, -76.429275, 
-76.426228, -76.424284, -76.423525, -76.423711, -76.425578, -76.423479, -76.423611, -76.42242, -76.42364, -76.421901, -76.422636, -76.421975, -76.420189, -76.418347, -76.415943, -76.415345, -76.413646, -76.412005, -76.413256, -76.411566, -76.406867, -76.403894, -76.4015315723141, -76.4031014902835, -76.40494, -76.4102694814405, -76.4110890725916, -76.4121, -76.4155228387923, -76.4171628706974, -76.419221, -76.421377, -76.4220949363136, -76.426883, -76.4275189154112, -76.432944, -76.438054, -76.446373, 
-76.451364, -76.4514010254031, -76.4517281970274, -76.452566, -76.452533, 38.32384, 38.334078, 38.333728, 38.33581, 38.336902, 38.338566, 38.341061, 38.343032, 38.345077, 38.345828, 38.347657, 38.349346, 38.351921, 38.353557, 38.354439, 38.355551, 38.355925, 38.355966, 38.356158, 38.357383, 38.364762, 38.36589, 38.368671, 38.373706, 38.374457, 38.380216, 38.383279, 38.388681, 38.388719, 38.388623, 38.383805, 38.382394, 38.383059, 38.380878, 38.37969, 38.378489, 38.375617, 38.37451, 38.369009, 38.367762, 
38.368313, 38.367947, 38.367107, 38.367578, 38.366238, 38.364064, 38.363884, 38.36291, 38.361232, 38.360175, 38.359387, 38.359496, 38.35775, 38.357383, 38.357978, 38.353728, 38.354547, 38.354875, 38.354283, 38.35063, 38.34954, 38.347479, 38.345706, 38.346123, 38.3449230536206, 38.343157092823, 38.341089, 38.33385996037, 38.3327482467864, 38.331377, 38.327310065718, 38.3253614194677, 38.322916, 38.318931, 38.3194320950333, 38.322774, 38.3229599168633, 38.324546, 38.325292, 38.3238, 38.323241, 38.3230741523327, 
38.321599818017, 38.323324, 38.32384)))"
,736,Appeal SLF,MD,,Lusby,Calvert,20657.0,38.381112,-76.438334,Public,"Calvert County, MD",1993.0,2014.0,Closed,"364,268",2009.0,Yes,,,806-0,Low Potential,,,,Unknown,Unknown,,,,,,,240098610033000,24,9,861003,3000,24009861003,"Census Tract 8610.03, Calvert County, Maryland",B01003_001,6548.0,914.0,"list(list(c(-76.452533, -76.448208, -76.444544, -76.435848, -76.433926, -76.432337, -76.430777, -76.430523, -76.426363, -76.426202, -76.427839, -76.428187, -76.427639, -76.427545, -76.426851, -76.427746, -76.428624, -76.432043, -76.433065, -76.433252, -76.434761, -76.4353, -76.437515, -76.442972, -76.444308, -76.439254, -76.437375, -76.43626, -76.432199, -76.431425, -76.430715, -76.428508, -76.426229, -76.42365, -76.423364, -76.423782, -76.424124, -76.423843, -76.424266, -76.426443, -76.429092, -76.429275, 
-76.426228, -76.424284, -76.423525, -76.423711, -76.425578, -76.423479, -76.423611, -76.42242, -76.42364, -76.421901, -76.422636, -76.421975, -76.420189, -76.418347, -76.415943, -76.415345, -76.413646, -76.412005, -76.413256, -76.411566, -76.406867, -76.403894, -76.4015315723141, -76.4031014902835, -76.40494, -76.4102694814405, -76.4110890725916, -76.4121, -76.4155228387923, -76.4171628706974, -76.419221, -76.421377, -76.4220949363136, -76.426883, -76.4275189154112, -76.432944, -76.438054, -76.446373, 
-76.451364, -76.4514010254031, -76.4517281970274, -76.452566, -76.452533, 38.32384, 38.334078, 38.333728, 38.33581, 38.336902, 38.338566, 38.341061, 38.343032, 38.345077, 38.345828, 38.347657, 38.349346, 38.351921, 38.353557, 38.354439, 38.355551, 38.355925, 38.355966, 38.356158, 38.357383, 38.364762, 38.36589, 38.368671, 38.373706, 38.374457, 38.380216, 38.383279, 38.388681, 38.388719, 38.388623, 38.383805, 38.382394, 38.383059, 38.380878, 38.37969, 38.378489, 38.375617, 38.37451, 38.369009, 38.367762, 
38.368313, 38.367947, 38.367107, 38.367578, 38.366238, 38.364064, 38.363884, 38.36291, 38.361232, 38.360175, 38.359387, 38.359496, 38.35775, 38.357383, 38.357978, 38.353728, 38.354547, 38.354875, 38.354283, 38.35063, 38.34954, 38.347479, 38.345706, 38.346123, 38.3449230536206, 38.343157092823, 38.341089, 38.33385996037, 38.3327482467864, 38.331377, 38.327310065718, 38.3253614194677, 38.322916, 38.318931, 38.3194320950333, 38.322774, 38.3229599168633, 38.324546, 38.325292, 38.3238, 38.323241, 38.3230741523327, 
38.321599818017, 38.323324, 38.32384)))"
,736,Appeal SLF,MD,,Lusby,Calvert,20657.0,38.381112,-76.438334,Public,"Calvert County, MD",1993.0,2014.0,Closed,"364,268",2009.0,Yes,,,806-0,Low Potential,,,,Unknown,Unknown,,,,,,,240098610033000,24,9,861003,3000,24009861003,"Census Tract 8610.03, Calvert County, Maryland",B19013_001,117083.0,27657.0,"list(list(c(-76.452533, -76.448208, -76.444544, -76.435848, -76.433926, -76.432337, -76.430777, -76.430523, -76.426363, -76.426202, -76.427839, -76.428187, -76.427639, -76.427545, -76.426851, -76.427746, -76.428624, -76.432043, -76.433065, -76.433252, -76.434761, -76.4353, -76.437515, -76.442972, -76.444308, -76.439254, -76.437375, -76.43626, -76.432199, -76.431425, -76.430715, -76.428508, -76.426229, -76.42365, -76.423364, -76.423782, -76.424124, -76.423843, -76.424266, -76.426443, -76.429092, -76.429275, 
-76.426228, -76.424284, -76.423525, -76.423711, -76.425578, -76.423479, -76.423611, -76.42242, -76.42364, -76.421901, -76.422636, -76.421975, -76.420189, -76.418347, -76.415943, -76.415345, -76.413646, -76.412005, -76.413256, -76.411566, -76.406867, -76.403894, -76.4015315723141, -76.4031014902835, -76.40494, -76.4102694814405, -76.4110890725916, -76.4121, -76.4155228387923, -76.4171628706974, -76.419221, -76.421377, -76.4220949363136, -76.426883, -76.4275189154112, -76.432944, -76.438054, -76.446373, 
-76.451364, -76.4514010254031, -76.4517281970274, -76.452566, -76.452533, 38.32384, 38.334078, 38.333728, 38.33581, 38.336902, 38.338566, 38.341061, 38.343032, 38.345077, 38.345828, 38.347657, 38.349346, 38.351921, 38.353557, 38.354439, 38.355551, 38.355925, 38.355966, 38.356158, 38.357383, 38.364762, 38.36589, 38.368671, 38.373706, 38.374457, 38.380216, 38.383279, 38.388681, 38.388719, 38.388623, 38.383805, 38.382394, 38.383059, 38.380878, 38.37969, 38.378489, 38.375617, 38.37451, 38.369009, 38.367762, 
38.368313, 38.367947, 38.367107, 38.367578, 38.366238, 38.364064, 38.363884, 38.36291, 38.361232, 38.360175, 38.359387, 38.359496, 38.35775, 38.357383, 38.357978, 38.353728, 38.354547, 38.354875, 38.354283, 38.35063, 38.34954, 38.347479, 38.345706, 38.346123, 38.3449230536206, 38.343157092823, 38.341089, 38.33385996037, 38.3327482467864, 38.331377, 38.327310065718, 38.3253614194677, 38.322916, 38.318931, 38.3194320950333, 38.322774, 38.3229599168633, 38.324546, 38.325292, 38.3238, 38.323241, 38.3230741523327, 
38.321599818017, 38.323324, 38.32384)))"
,740,Bowley's Lane LF,MD,Bowley's Lane,Baltimore,Baltimore city,21206.0,39.3138,-76.5444,Unknown,,1955.0,1985.0,Closed,"490,000",,Yes,,,810-0,Low Potential,,,,Unknown,Unknown,,,,,,,245102604022006,24,510,260402,2006,24510260402,"Census Tract 2604.02, Baltimore city, Maryland",B01002_001,29.4,1.2,"list(list(c(-76.549349, -76.548938, -76.548136, -76.545847, -76.540459, -76.536023, -76.534104, -76.53241, -76.534414, -76.535294, -76.538793, -76.540029, -76.543118, -76.546903, -76.547918, -76.550387, -76.549349, 39.31374, 39.315888, 39.316256, 39.31762, 39.321218, 39.326705, 39.328295, 39.324568, 39.322306, 39.317681, 39.314253, 39.312792, 39.307352, 39.309604, 39.311196, 39.311318, 39.31374)))"
,740,Bowley's Lane LF,MD,Bowley's Lane,Baltimore,Baltimore city,21206.0,39.3138,-76.5444,Unknown,,1955.0,1985.0,Closed,"490,000",,Yes,,,810-0,Low Potential,,,,Unknown,Unknown,,,,,,,245102604022006,24,510,260402,2006,24510260402,"Census Tract 2604.02, Baltimore city, Maryland",B01003_001,3316.0,561.0,"list(list(c(-76.549349, -76.548938, -76.548136, -76.545847, -76.540459, -76.536023, -76.534104, -76.53241, -76.534414, -76.535294, -76.538793, -76.540029, -76.543118, -76.546903, -76.547918, -76.550387, -76.549349, 39.31374, 39.315888, 39.316256, 39.31762, 39.321218, 39.326705, 39.328295, 39.324568, 39.322306, 39.317681, 39.314253, 39.312792, 39.307352, 39.309604, 39.311196, 39.311318, 39.31374)))"
,740,Bowley's Lane LF,MD,Bowley's Lane,Baltimore,Baltimore city,21206.0,39.3138,-76.5444,Unknown,,1955.0,1985.0,Closed,"490,000",,Yes,,,810-0,Low Potential,,,,Unknown,Unknown,,,,,,,245102604022006,24,510,260402,2006,24510260402,"Census Tract 2604.02, Baltimore city, Maryland",B19013_001,46210.0,8357.0,"list(list(c(-76.549349, -76.548938, -76.548136, -76.545847, -76.540459, -76.536023, -76.534104, -76.53241, -76.534414, -76.535294, -76.538793, -76.540029, -76.543118, -76.546903, -76.547918, -76.550387, -76.549349, 39.31374, 39.315888, 39.316256, 39.31762, 39.321218, 39.326705, 39.328295, 39.324568, 39.322306, 39.317681, 39.314253, 39.312792, 39.307352, 39.309604, 39.311196, 39.311318, 39.31374)))"
1002655.0,741,Brown Station Road Sanitary Landfill,MD,3500 Brown Station Road,Upper Marlboro,Prince George's,20774.0,38.851,-76.789,Public,"Prince George's County, MD",1968.0,2028.0,Open,"19,027,722",2021.0,Yes,2.74,0.99,166975-0,Shutdown,Project #2,4/20/87,8/15/18,Electricity,Reciprocating Engine,,2.55,2.55,1.33,0.0,0.0,240338006071007,24,33,800607,1007,24033800607,"Census Tract 8006.07, Prince George's County, Maryland",B01002_001,46.0,4.0,"list(list(c(-76.812057, -76.80645, -76.804028, -76.802806, -76.79873, -76.795633, -76.786316, -76.784411, -76.781397, -76.780653, -76.771897, -76.770851, -76.771096, -76.76948, -76.770361, -76.767131, -76.765576, -76.765864, -76.766826, -76.769312, -76.77094, -76.773782, -76.776306, -76.77372, -76.773644, -76.771549, -76.770883, -76.766235, -76.760146, -76.759821, -76.758201, -76.750318, -76.752441, -76.751864, -76.746685, -76.746137, -76.746063, -76.748208, -76.748047, -76.74506, -76.744689, -76.744537, 
-76.74396, -76.745324, -76.745828, -76.747, -76.747702, -76.749624, -76.751231, -76.753092, -76.754118, -76.756596, -76.759331, -76.76005, -76.763985, -76.766761, -76.76578, -76.767092, -76.771717, -76.772636, -76.775241, -76.777993, -76.781179, -76.784504, -76.788485, -76.793071, -76.795815, -76.798884, -76.801761, -76.803086, -76.803677, -76.806924, -76.807813, -76.807743, -76.810269, -76.811687, -76.812057, 38.870975, 38.871874, 38.873991, 38.876087, 38.875317, 38.874743, 38.874176, 38.873613, 
38.876997, 38.87713, 38.877157, 38.877624, 38.874429, 38.873523, 38.871368, 38.871347, 38.870301, 38.868351, 38.867063, 38.865336, 38.865246, 38.866232, 38.865606, 38.860347, 38.860244, 38.857764, 38.856466, 38.856406, 38.857955, 38.860557, 38.861568, 38.861313, 38.852504, 38.850845, 38.845157, 38.844259, 38.842753, 38.836014, 38.834842, 38.831239, 38.829404, 38.822757, 38.820805, 38.820275, 38.820057, 38.820228, 38.821735, 38.821946, 38.824246, 38.825469, 38.825888, 38.828801, 38.828812, 38.832062, 
38.833614, 38.833475, 38.836144, 38.838052, 38.839519, 38.839672, 38.839621, 38.841751, 38.843264, 38.84539, 38.847197, 38.848118, 38.849434, 38.850226, 38.852035, 38.853843, 38.855924, 38.85882, 38.861451, 38.863415, 38.866309, 38.869141, 38.870975)))"
